year,State,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Total Employment in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area,Real GDP (Biillion),Nominal GDP
2012,Alabama,0,0,7.25,8.17,7.25,8.17,229.594,3745692.583,2179074.917,2001117.583,177957.3333,8.158333333,16254,17442.8
2012,Alaska,7.75,8.73,7.25,8.17,7.75,8.73,229.594,534987.25,364276.4167,337915,26361.41667,7.25,16254,17442.8
2012,Arizona,7.65,8.62,7.25,8.17,7.65,8.62,229.594,5006637.5,3054799,2799914.75,254884.25,8.35,16254,17442.8
2012,Arkansas,6.25,7.04,7.25,8.17,7.25,8.17,229.594,2266989.917,1350276.667,1252173.417,98103.25,7.266666667,16254,17442.8
2012,California,8,9.01,7.25,8.17,8,9.01,229.594,29295635.58,18488947.08,16543573.92,1945373.167,10.525,16254,17442.8
2012,Colorado,7.64,8.61,7.25,8.17,7.64,8.61,229.594,3993645.417,2750169.333,2530540.5,219628.8333,8,16254,17442.8
2012,Connecticut,8.25,9.29,7.25,8.17,8.25,9.29,229.594,2845442.25,1888026.5,1730017.833,158008.6667,8.358333333,16254,17442.8
2012,Delaware,7.25,8.17,7.25,8.17,7.25,8.17,229.594,719197.1667,446038.75,414521.3333,31517.41667,7.066666667,16254,17442.8
2012,District of Columbia,8.25,9.29,7.25,8.17,8.25,9.29,229.594,528146.75,365128.6667,332328.4167,32800.25,8.975,16254,17442.8
2012,Florida,7.67,8.64,7.25,8.17,7.67,8.64,229.594,15438000.83,9337584.5,8529774.083,807810.4167,8.666666667,16254,17442.8
2012,Georgia,5.15,5.8,7.25,8.17,7.25,8.17,229.594,7476642.75,4771806.167,4340082.417,431723.75,9.041666667,16254,17442.8
2012,Hawaii,7.25,8.17,7.25,8.17,7.25,8.17,229.594,1065644.333,650519.8333,612043.25,38476.58333,5.9,16254,17442.8
2012,Idaho,7.25,8.17,7.25,8.17,7.25,8.17,229.594,1193210.917,772073.3333,715011.5833,57061.75,7.4,16254,17442.8
2012,Illinois,8.25,9.29,7.25,8.17,8.25,9.29,229.594,9992929.917,6584903.917,5988960.667,595943.25,9.05,16254,17442.8
2012,Indiana,7.25,8.17,7.25,8.17,7.25,8.17,229.594,5032521.167,3173141.167,2912230.333,260910.8333,8.225,16254,17442.8
2012,Iowa,7.25,8.17,7.25,8.17,7.25,8.17,229.594,2389698.083,1660358.333,1576257.25,84101.08333,5.058333333,16254,17442.8
2012,Kansas,7.25,8.17,7.25,8.17,7.25,8.17,229.594,2174286.833,1490938.333,1405657.417,85280.91667,5.716666667,16254,17442.8
2012,Kentucky,7.25,8.17,7.25,8.17,7.25,8.17,229.594,3389582.583,2060292,1891236.583,169055.4167,8.2,16254,17442.8
2012,Louisiana,0,0,7.25,8.17,7.25,8.17,229.594,3502626.667,2090238.583,1948835.333,141403.25,6.766666667,16254,17442.8
2012,Maine,7.5,8.45,7.25,8.17,7.5,8.45,229.594,1082404.917,700834.5,650424.6667,50409.83333,7.191666667,16254,17442.8
2012,Maryland,7.25,8.17,7.25,8.17,7.25,8.17,229.594,4601141.417,3121324.583,2906879.5,214445.0833,6.866666667,16254,17442.8
2012,Massachusetts,8,9.01,7.25,8.17,8,9.01,229.594,5351700,3506989.75,3271573.833,235415.9167,6.7,16254,17442.8
2012,Michigan,7.4,8.34,7.25,8.17,7.4,8.34,229.594,7791752.167,4686361.75,4262696.667,423665.0833,9.058333333,16254,17442.8
2012,Minnesota,5.25,5.91,7.25,8.17,7.25,8.17,229.594,4184425.667,2950439.25,2783839.917,166599.3333,5.65,16254,17442.8
2012,Mississippi,0,0,7.25,8.17,7.25,8.17,229.594,2254011.25,1330565.917,1213118.833,117447.0833,8.825,16254,17442.8
2012,Missouri,7.25,8.17,7.25,8.17,7.25,8.17,229.594,4670470.75,3005066.917,2789233,215833.9167,7.191666667,16254,17442.8
2012,Montana,4,4.51,7.25,8.17,7.25,8.17,229.594,791191.75,506625.4167,477218.0833,29407.33333,5.8,16254,17442.8
2012,Nebraska,7.25,8.17,7.25,8.17,7.25,8.17,229.594,1410901.167,1012943.5,973500.3333,39443.16667,3.883333333,16254,17442.8
2012,Nevada,7.25,8.17,7.25,8.17,7.25,8.17,229.594,2122954,1366619.833,1207821.917,158797.9167,11.60833333,16254,17442.8
2012,New Hampshire,7.25,8.17,7.25,8.17,7.25,8.17,229.594,1068653.667,740956.25,700584.1667,40372.08333,5.466666667,16254,17442.8
2012,New Jersey,7.25,8.17,7.25,8.17,7.25,8.17,229.594,6947898,4577199.833,4147707.667,429492.1667,9.383333333,16254,17442.8
2012,New Mexico,7.5,8.45,7.25,8.17,7.5,8.45,229.594,1593230.667,928736.0833,863944.0833,64792,6.966666667,16254,17442.8
2012,New York,7.25,8.17,7.25,8.17,7.25,8.17,229.594,15564710.67,9603853.333,8775712.75,828140.5833,8.625,16254,17442.8
2012,North Carolina,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7504450.417,4719445.583,4270977.333,448468.25,9.516666667,16254,17442.8
2012,North Dakota,7.25,8.17,7.25,8.17,7.25,8.17,229.594,544583.1667,395525.1667,383895.75,11629.41667,2.933333333,16254,17442.8
2012,Ohio,7.7,8.67,7.25,8.17,7.7,8.67,229.594,9023546.833,5712908.083,5289959.667,422948.4167,7.408333333,16254,17442.8
2012,Oklahoma,2,2.25,7.25,8.17,7.25,8.17,229.594,2894376.667,1795152.75,1703740,91412.75,5.116666667,16254,17442.8
2012,Oregon,8.8,9.91,7.25,8.17,8.8,9.91,229.594,3098060.667,1964763.5,1791561.167,173202.3333,8.808333333,16254,17442.8
2012,Pennsylvania,7.25,8.17,7.25,8.17,7.25,8.17,229.594,10156562.08,6449656.667,5955823.667,493833,7.658333333,16254,17442.8
2012,Rhode Island,7.4,8.34,7.25,8.17,7.4,8.34,229.594,848000.5,560313.75,502979.5,57334.25,10.21666667,16254,17442.8
2012,South Carolina,0,0,7.25,8.17,7.25,8.17,229.594,3655515,2190562.167,1993104.333,197457.8333,9.033333333,16254,17442.8
2012,South Dakota,7.25,8.17,7.25,8.17,7.25,8.17,229.594,631724,447123.5833,428999.9167,18123.66667,4.058333333,16254,17442.8
2012,Tennessee,0,0,7.25,8.17,7.25,8.17,229.594,5020351.083,3096360.25,2849574.25,246786,7.958333333,16254,17442.8
2012,Texas,7.25,8.17,7.25,8.17,7.25,8.17,229.594,19328315.42,12641404.42,11795768.92,845635.5,6.708333333,16254,17442.8
2012,Utah,7.25,8.17,7.25,8.17,7.25,8.17,229.594,2025839.583,1348660.083,1284264.333,64395.75,4.775,16254,17442.8
2012,Vermont,8.46,9.53,7.25,8.17,8.46,9.53,229.594,511491.6667,353974,336951.5833,17022.41667,4.816666667,16254,17442.8
2012,Virginia,7.25,8.17,7.25,8.17,7.25,8.17,229.594,6319656.917,4218174.5,3967462.667,250711.8333,5.95,16254,17442.8
2012,Washington,9.04,10.18,7.25,8.17,9.04,10.18,229.594,5380521.417,3467973.75,3202465.75,265508,7.641666667,16254,17442.8
2012,West Virginia,7.25,8.17,7.25,8.17,7.25,8.17,229.594,1488021.5,808226.75,749685.5833,58541.16667,7.258333333,16254,17442.8
2012,Wisconsin,7.25,8.17,7.25,8.17,7.25,8.17,229.594,4480828.25,3070073.583,2857314,212759.5833,6.925,16254,17442.8
2012,Wyoming,5.15,5.8,7.25,8.17,7.25,8.17,229.594,443927.9167,303803.1667,287142.25,16660.91667,5.5,16254,17442.8
2013,Alabama,0,0,7.25,8.05,7.25,8.05,232.957,3765925.667,2172942.417,2013764.5,159177.9167,7.325,16880.7,17812.2
2013,Alaska,7.75,8.61,7.25,8.05,7.75,8.61,232.957,538481.6667,363638.4167,338208.75,25429.66667,6.991666667,16880.7,17812.2
2013,Arizona,7.8,8.66,7.25,8.05,7.8,8.66,232.957,5085867.5,3064990.083,2825940.5,239049.5833,7.816666667,16880.7,17812.2
2013,Arkansas,6.25,6.94,7.25,8.05,7.25,8.05,232.957,2276881.667,1331775.5,1237985.583,93789.91667,7.041666667,16880.7,17812.2
2013,California,8,8.88,7.25,8.05,8,8.88,232.957,29626794.25,18568482.92,16892033.33,1676449.583,9.033333333,16880.7,17812.2
2013,Colorado,7.78,8.64,7.25,8.05,7.78,8.64,232.957,4064988.917,2766607.25,2580125.083,186482.1667,6.75,16880.7,17812.2
2013,Connecticut,8.25,9.16,7.25,8.05,8.25,9.16,232.957,2856909.167,1868150,1719711.333,148438.6667,7.95,16880.7,17812.2
2013,Delaware,7.25,8.05,7.25,8.05,7.25,8.05,232.957,727677.1667,443691.3333,414377.8333,29313.5,6.608333333,16880.7,17812.2
2013,District of Columbia,8.25,9.16,7.25,8.05,8.25,9.16,232.957,538976.6667,374218,342636.5,31581.5,8.433333333,16880.7,17812.2
2013,Florida,7.79,8.65,7.25,8.05,7.79,8.65,232.957,15672641.83,9417333.833,8708972.583,708361.25,7.533333333,16880.7,17812.2
2013,Georgia,5.15,5.72,7.25,8.05,7.25,8.05,232.957,7559402.083,4751345.5,4364851.833,386493.6667,8.141666667,16880.7,17812.2
2013,Hawaii,7.25,8.05,7.25,8.05,7.25,8.05,232.957,1074149.333,651144.0833,620202.5833,30941.5,4.758333333,16880.7,17812.2
2013,Idaho,7.25,8.05,7.25,8.05,7.25,8.05,232.957,1208620.833,777682.75,724710.75,52972,6.816666667,16880.7,17812.2
2013,Illinois,8.25,9.16,7.25,8.05,8.25,9.16,232.957,10027606.67,6558246.583,5963896.083,594350.5,9.075,16880.7,17812.2
2013,Indiana,7.25,8.05,7.25,8.05,7.25,8.05,232.957,5064442.417,3192664.75,2953456.583,239208.1667,7.5,16880.7,17812.2
2013,Iowa,7.25,8.05,7.25,8.05,7.25,8.05,232.957,2405162.5,1676882.25,1597567.417,79314.83333,4.725,16880.7,17812.2
2013,Kansas,7.25,8.05,7.25,8.05,7.25,8.05,232.957,2183614.25,1489830.417,1410945.583,78884.83333,5.3,16880.7,17812.2
2013,Kentucky,7.25,8.05,7.25,8.05,7.25,8.05,232.957,3411412.917,2056652.083,1893497.083,163155,7.916666667,16880.7,17812.2
2013,Louisiana,0,0,7.25,8.05,7.25,8.05,232.957,3525455,2101861.667,1967289.167,134572.5,6.416666667,16880.7,17812.2
2013,Maine,7.5,8.33,7.25,8.05,7.5,8.33,232.957,1085150.417,704333,657259.25,47073.75,6.683333333,16880.7,17812.2
2013,Maryland,7.25,8.05,7.25,8.05,7.25,8.05,232.957,4639291.75,3129499.583,2925343.25,204156.3333,6.516666667,16880.7,17812.2
2013,Massachusetts,8,8.88,7.25,8.05,8,8.88,232.957,5407695.833,3517511,3284165.083,233345.9167,6.641666667,16880.7,17812.2
2013,Michigan,7.4,8.22,7.25,8.05,7.4,8.22,232.957,7826580.583,4737929.25,4324877.75,413051.5,8.725,16880.7,17812.2
2013,Minnesota,5.25,5.83,7.25,8.05,7.25,8.05,232.957,4218760,2961662.083,2812495.417,149166.6667,5.041666667,16880.7,17812.2
2013,Mississippi,0,0,7.25,8.05,7.25,8.05,232.957,2264122.583,1273606.417,1165487.5,108118.9167,8.491666667,16880.7,17812.2
2013,Missouri,7.35,8.16,7.25,8.05,7.35,8.16,232.957,4690655.583,3012429.083,2808030.333,204398.75,6.775,16880.7,17812.2
2013,Montana,4,4.44,7.25,8.05,7.25,8.05,232.957,799349.6667,511164,483868.8333,27295.16667,5.341666667,16880.7,17812.2
2013,Nebraska,7.25,8.05,7.25,8.05,7.25,8.05,232.957,1420827.917,1015185,977855.8333,37329.16667,3.675,16880.7,17812.2
2013,Nevada,7.25,8.05,7.25,8.05,7.25,8.05,232.957,2154637.333,1370939.917,1234348.5,136591.4167,9.966666667,16880.7,17812.2
2013,New Hampshire,7.25,8.05,7.25,8.05,7.25,8.05,232.957,1075450.667,743243,704317.5833,38925.41667,5.25,16880.7,17812.2
2013,New Jersey,7.25,8.05,7.25,8.05,7.25,8.05,232.957,6973699.917,4528301,4148010.917,380290.0833,8.375,16880.7,17812.2
2013,New Mexico,7.5,8.33,7.25,8.05,7.5,8.33,232.957,1600998.25,929669.5,865527.5833,64141.91667,6.908333333,16880.7,17812.2
2013,New York,7.25,8.05,7.25,8.05,7.25,8.05,232.957,15639250.08,9634652.833,8883123.583,751529.25,7.791666667,16880.7,17812.2
2013,North Carolina,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7595424.333,4701307.25,4337101.417,364205.8333,7.733333333,16880.7,17812.2
2013,North Dakota,7.25,8.05,7.25,8.05,7.25,8.05,232.957,558633.25,401527.6667,389943.6667,11584,2.891666667,16880.7,17812.2
2013,Ohio,7.85,8.72,7.25,8.05,7.85,8.72,232.957,9060001.75,5707086.75,5282928.167,424158.5833,7.458333333,16880.7,17812.2
2013,Oklahoma,2,2.22,7.25,8.05,7.25,8.05,232.957,2921036.583,1800031.417,1707841,92190.41667,5.116666667,16880.7,17812.2
2013,Oregon,8.95,9.94,7.25,8.05,8.95,9.94,232.957,3126399.417,1925208.833,1775947.917,149260.9167,7.75,16880.7,17812.2
2013,Pennsylvania,7.25,8.05,7.25,8.05,7.25,8.05,232.957,10181063.92,6421174.167,5964327.583,456846.5833,7.1,16880.7,17812.2
2013,Rhode Island,7.75,8.61,7.25,8.05,7.75,8.61,232.957,850781.75,558853.1667,505935.9167,52917.25,9.475,16880.7,17812.2
2013,South Carolina,0,0,7.25,8.05,7.25,8.05,232.957,3704280.833,2198241.833,2035002.75,163239.0833,7.425,16880.7,17812.2
2013,South Dakota,7.25,8.05,7.25,8.05,7.25,8.05,232.957,638676.0833,447595.5833,431002.3333,16593.25,3.7,16880.7,17812.2
2013,Tennessee,0,0,7.25,8.05,7.25,8.05,232.957,5064574.833,3079368.417,2841454.5,237913.9167,7.725,16880.7,17812.2
2013,Texas,7.25,8.05,7.25,8.05,7.25,8.05,232.957,19686190.58,12833157.67,12025234.17,807923.5,6.3,16880.7,17812.2
2013,Utah,7.25,8.05,7.25,8.05,7.25,8.05,232.957,2063004.5,1386251.167,1327893.167,58358,4.208333333,16880.7,17812.2
2013,Vermont,8.6,9.55,7.25,8.05,8.6,9.55,232.957,512771.1667,350255.8333,334797.5,15458.33333,4.416666667,16880.7,17812.2
2013,Virginia,7.25,8.05,7.25,8.05,7.25,8.05,232.957,6383104.083,4239442,4003367,236075,5.55,16880.7,17812.2
2013,Washington,9.19,10.2,7.25,8.05,9.19,10.2,232.957,5441679.667,3460668.083,3231662.25,229005.8333,6.633333333,16880.7,17812.2
2013,West Virginia,7.25,8.05,7.25,8.05,7.25,8.05,232.957,1487022.583,799661.1667,745972.25,53688.91667,6.716666667,16880.7,17812.2
2013,Wisconsin,7.25,8.05,7.25,8.05,7.25,8.05,232.957,4504761.167,3077898.083,2873366.083,204532,6.641666667,16880.7,17812.2
2013,Wyoming,5.15,5.72,7.25,8.05,7.25,8.05,232.957,448554.3333,302209.4167,287870.4167,14339,4.733333333,16880.7,17812.2
2014,Alabama,0,0,7.25,7.92,7.25,7.92,236.736,3783191.25,2164595.5,2018737.333,145858.1667,6.733333333,17608.1,18261.7
2014,Alaska,7.75,8.47,7.25,7.92,7.75,8.47,236.736,540372.9167,364337.4167,339774.9167,24562.5,6.741666667,17608.1,18261.7
2014,Arizona,7.9,8.63,7.25,7.92,7.9,8.63,236.736,5178007.75,3118415.5,2906136,212279.5,6.791666667,17608.1,18261.7
2014,Arkansas,6.25,6.83,7.25,7.92,7.25,7.92,236.736,2287194.833,1327892.917,1249645.833,78247.08333,5.9,17608.1,18261.7
2014,California,9,9.83,7.25,7.92,9,9.83,236.736,29962936.25,18677101.17,17264825.08,1412276.083,7.566666667,17608.1,18261.7
2014,Colorado,8,8.74,7.25,7.92,8,8.74,236.736,4142393.25,2800294.5,2660999.583,139294.9167,4.983333333,17608.1,18261.7
2014,Connecticut,8.7,9.51,7.25,7.92,8.7,9.51,236.736,2867359.5,1889095.083,1764020.583,125074.5,6.616666667,17608.1,18261.7
2014,Delaware,7.75,8.47,7.25,7.92,7.75,8.47,236.736,737066.6667,452658.4167,427332.75,25325.66667,5.608333333,17608.1,18261.7
2014,District of Columbia,9.5,10.38,7.25,7.92,9.5,10.38,236.736,547902.0833,379819,350542.4167,29276.58333,7.708333333,17608.1,18261.7
2014,Florida,7.93,8.66,7.25,7.92,7.93,8.66,236.736,15947213.5,9546102.5,8931062.167,615040.3333,6.433333333,17608.1,18261.7
2014,Georgia,5.15,5.63,7.25,7.92,7.25,7.92,236.736,7652862.083,4745980.917,4406892.167,339088.75,7.141666667,17608.1,18261.7
2014,Hawaii,7.25,7.92,7.25,7.92,7.25,7.92,236.736,1080244.833,664112.5,635967.3333,28145.16667,4.233333333,17608.1,18261.7
2014,Idaho,7.25,7.92,7.25,7.92,7.25,7.92,236.736,1226459.333,777061.5,742988.1667,34073.33333,4.383333333,17608.1,18261.7
2014,Illinois,8.25,9.01,7.25,7.92,8.25,9.01,236.736,10049203.5,6515400.5,6047928,467472.5,7.166666667,17608.1,18261.7
2014,Indiana,7.25,7.92,7.25,7.92,7.25,7.92,236.736,5093836.5,3229212.75,3037398,191814.75,5.95,17608.1,18261.7
2014,Iowa,7.25,7.92,7.25,7.92,7.25,7.92,236.736,2420070.417,1699027.75,1627046.833,71980.91667,4.225,17608.1,18261.7
2014,Kansas,7.25,7.92,7.25,7.92,7.25,7.92,236.736,2194459.667,1494142.667,1426810.417,67332.25,4.508333333,17608.1,18261.7
2014,Kentucky,7.25,7.92,7.25,7.92,7.25,7.92,236.736,3427723.25,2006478.833,1877629.917,128848.9167,6.416666667,17608.1,18261.7
2014,Louisiana,0,0,7.25,7.92,7.25,7.92,236.736,3546849,2141396.667,2007559.667,133837,6.25,17608.1,18261.7
2014,Maine,7.5,8.19,7.25,7.92,7.5,8.19,236.736,1089256.5,698028.5,659099,38929.5,5.558333333,17608.1,18261.7
2014,Maryland,7.25,7.92,7.25,7.92,7.25,7.92,236.736,4670633.833,3124848.083,2945698.75,179149.3333,5.733333333,17608.1,18261.7
2014,Massachusetts,8,8.74,7.25,7.92,8,8.74,236.736,5461991.417,3568913.25,3364106.75,204806.5,5.741666667,17608.1,18261.7
2014,Michigan,8.15,8.9,7.25,7.92,8.15,8.9,236.736,7859937.5,4758935.583,4415420.083,343515.5,7.233333333,17608.1,18261.7
2014,Minnesota,6.5,7.1,7.25,7.92,7.25,7.92,236.736,4252304.917,2979740.833,2852632,127108.8333,4.266666667,17608.1,18261.7
2014,Mississippi,0,0,7.25,7.92,7.25,7.92,236.736,2272488.75,1243839.833,1149332.5,94507.33333,7.591666667,17608.1,18261.7
2014,Missouri,7.5,8.19,7.25,7.92,7.5,8.19,236.736,4713011,3035420,2848543.417,186876.5833,6.15,17608.1,18261.7
2014,Montana,7.9,8.63,7.25,7.92,7.9,8.63,236.736,806980.9167,512844.5833,488949.1667,23895.41667,4.666666667,17608.1,18261.7
2014,Nebraska,7.25,7.92,7.25,7.92,7.25,7.92,236.736,1431323.167,1012567.583,979639.4167,32928.16667,3.25,17608.1,18261.7
2014,Nevada,7.25,7.92,7.25,7.92,7.25,7.92,236.736,2192082.5,1380091.75,1267421.417,112670.3333,8.158333333,17608.1,18261.7
2014,New Hampshire,7.25,7.92,7.25,7.92,7.25,7.92,236.736,1083434.417,743873,711797,32076,4.325,17608.1,18261.7
2014,New Jersey,8.25,9.01,7.25,7.92,8.25,9.01,236.736,6994769.75,4493705.833,4191225.917,302479.9167,6.733333333,17608.1,18261.7
2014,New Mexico,7.5,8.19,7.25,7.92,7.5,8.19,236.736,1605079.417,932024.0833,870554.25,61469.83333,6.591666667,17608.1,18261.7
2014,New York,8,8.74,7.25,7.92,8,8.74,236.736,15690912,9524310.25,8926217.25,598093,6.291666667,17608.1,18261.7
2014,North Carolina,7.25,7.92,7.25,7.92,7.25,7.92,236.736,7688413.083,4698854.667,4411455.667,287399,6.108333333,17608.1,18261.7
2014,North Dakota,7.25,7.92,7.25,7.92,7.25,7.92,236.736,570412.75,409471.5833,398731.5833,10740,2.616666667,17608.1,18261.7
2014,Ohio,7.25,7.92,7.25,7.92,7.25,7.92,236.736,9097252.583,5712910.75,5381111.75,331799,5.8,17608.1,18261.7
2014,Oklahoma,2,2.19,7.25,7.92,7.25,7.92,236.736,2945666.25,1798113.417,1720084.833,78028.58333,4.333333333,17608.1,18261.7
2014,Oregon,9.1,9.94,7.25,7.92,9.1,9.94,236.736,3164438.583,1949607.083,1820209.083,129398,6.641666667,17608.1,18261.7
2014,Pennsylvania,7.25,7.92,7.25,7.92,7.25,7.92,236.736,10205655.83,6388979.75,6009665.25,379314.5,5.933333333,17608.1,18261.7
2014,Rhode Island,8,8.74,7.25,7.92,8,8.74,236.736,853716,556750.8333,513502.5,43248.33333,7.766666667,17608.1,18261.7
2014,South Carolina,0,0,7.25,7.92,7.25,7.92,236.736,3759001.5,2222606.917,2082929.25,139677.6667,6.275,17608.1,18261.7
2014,South Dakota,7.25,7.92,7.25,7.92,7.25,7.92,236.736,643820.25,450719.75,435727.5,14992.25,3.333333333,17608.1,18261.7
2014,Tennessee,0,0,7.25,7.92,7.25,7.92,236.736,5109856,3043608,2842363.917,201244.0833,6.6,17608.1,18261.7
2014,Texas,7.25,7.92,7.25,7.92,7.25,7.92,236.736,20086438,13006807.67,12333298.42,673509.25,5.191666667,17608.1,18261.7
2014,Utah,7.25,7.92,7.25,7.92,7.25,7.92,236.736,2099304.083,1415850.5,1364381.583,51468.91667,3.633333333,17608.1,18261.7
2014,Vermont,8.73,9.54,7.25,7.92,8.73,9.54,236.736,513649.25,348750.6667,334805.3333,13945.33333,3.991666667,17608.1,18261.7
2014,Virginia,7.25,7.92,7.25,7.92,7.25,7.92,236.736,6441177.167,4258966,4040986.75,217979.25,5.116666667,17608.1,18261.7
2014,Washington,9.32,10.18,7.25,7.92,9.32,10.18,236.736,5522477.333,3494823.917,3287769.333,207054.5833,5.925,17608.1,18261.7
2014,West Virginia,7.25,7.92,7.25,7.92,7.25,7.92,236.736,1484923,795676.0833,743891,51785.08333,6.5,17608.1,18261.7
2014,Wisconsin,7.25,7.92,7.25,7.92,7.25,7.92,236.736,4526944.667,3077935.583,2913619.167,164316.4167,5.35,17608.1,18261.7
2014,Wyoming,5.15,5.63,7.25,7.92,7.25,7.92,236.736,449699.5,302865.0833,289698.5833,13166.5,4.341666667,17608.1,18261.7
2015,Alabama,0,0,7.25,7.91,7.25,7.91,237.017,3799373.083,2152497.917,2020763.417,131734.5,6.125,18295,18799.6
2015,Alaska,8.75,9.55,7.25,7.91,8.75,9.55,237.017,542685,362328.8333,339579.1667,22749.66667,6.275,18295,18799.6
2015,Arizona,8.05,8.79,7.25,7.91,8.05,8.79,237.017,5276145.333,3185086.667,2991341,193745.6667,6.075,18295,18799.6
2015,Arkansas,7.5,8.18,7.25,7.91,7.5,8.18,237.017,2299074.083,1339408.25,1273048.667,66359.58333,4.95,18295,18799.6
2015,California,9,9.82,7.25,7.91,9,9.82,237.017,30283673.33,18824855.17,17649562.08,1175293.083,6.225,18295,18799.6
2015,Colorado,8.23,8.98,7.25,7.91,8.23,8.98,237.017,4233776.167,2825936.917,2720563.5,105373.4167,3.741666667,18295,18799.6
2015,Connecticut,9.15,9.99,7.25,7.91,9.15,9.99,237.017,2872221.667,1892066.75,1785889.417,106177.3333,5.616666667,18295,18799.6
2015,Delaware,8.25,9,7.25,7.91,8.25,9,237.017,746042.75,462843.5833,440695.9167,22147.66667,4.791666667,18295,18799.6
2015,District of Columbia,10.5,11.46,7.25,7.91,10.5,11.46,237.017,557242.8333,388407,361555.75,26851.25,6.916666667,18295,18799.6
2015,Florida,8.05,8.79,7.25,7.91,8.05,8.79,237.017,16266345.33,9640779.417,9108452.833,532326.5833,5.525,18295,18799.6
2015,Georgia,5.15,5.62,7.25,7.91,7.25,7.91,237.017,7762111.167,4734596.583,4447352.5,287244.0833,6.075,18295,18799.6
2015,Hawaii,7.75,8.46,7.25,7.91,7.75,8.46,237.017,1086641.833,670625.25,647695.5833,22929.66667,3.416666667,18295,18799.6
2015,Idaho,7.25,7.91,7.25,7.91,7.25,7.91,237.017,1246557.833,794897.3333,764106.8333,30790.5,3.866666667,18295,18799.6
2015,Illinois,8.25,9,7.25,7.91,8.25,9,237.017,10052540,6512987.083,6121667.167,391319.9167,5.991666667,18295,18799.6
2015,Indiana,7.25,7.91,7.25,7.91,7.25,7.91,237.017,5117280.417,3266934.833,3110406.5,156528.3333,4.783333333,18295,18799.6
2015,Iowa,7.25,7.91,7.25,7.91,7.25,7.91,237.017,2431479.5,1700631.417,1637625.083,63006.33333,3.691666667,18295,18799.6
2015,Kansas,7.25,7.91,7.25,7.91,7.25,7.91,237.017,2204743.167,1493864.417,1431795.25,62069.16667,4.15,18295,18799.6
2015,Kentucky,7.25,7.91,7.25,7.91,7.25,7.91,237.017,3443533.5,1979616.667,1876193.833,103422.8333,5.233333333,18295,18799.6
2015,Louisiana,0,0,7.25,7.91,7.25,7.91,237.017,3568063.167,2150738.583,2015528.333,135210.25,6.291666667,18295,18799.6
2015,Maine,7.5,8.18,7.25,7.91,7.5,8.18,237.017,1091323.75,687900.9167,657691.4167,30209.5,4.383333333,18295,18799.6
2015,Maryland,8.25,9,7.25,7.91,8.25,9,237.017,4697560.833,3140166,2983590.667,156575.3333,4.991666667,18295,18799.6
2015,Massachusetts,9,9.82,7.25,7.91,9,9.82,237.017,5504918.833,3590195.75,3418325.083,171870.6667,4.791666667,18295,18799.6
2015,Michigan,8.15,8.89,7.25,7.91,8.15,8.89,237.017,7884086.833,4760773.667,4502705.417,258068.25,5.425,18295,18799.6
2015,Minnesota,7.25,7.91,7.25,7.91,7.25,7.91,237.017,4282725.583,3005811.333,2892147.417,113663.9167,3.791666667,18295,18799.6
2015,Mississippi,0,0,7.25,7.91,7.25,7.91,237.017,2278953.333,1259919.583,1178250.417,81669.16667,6.483333333,18295,18799.6
2015,Missouri,7.65,8.35,7.25,7.91,7.65,8.35,237.017,4735157.5,3057900.917,2901888.917,156012,5.108333333,18295,18799.6
2015,Montana,8.05,8.79,7.25,7.91,8.05,8.79,237.017,814805.4167,517781.6667,495626.3333,22155.33333,4.291666667,18295,18799.6
2015,Nebraska,8,8.73,7.25,7.91,8,8.73,237.017,1440994.25,1011802,981459.75,30342.25,2.983333333,18295,18799.6
2015,Nevada,7.25,7.91,7.25,7.91,7.25,7.91,237.017,2235028.167,1396826.167,1301280.583,95545.58333,6.85,18295,18799.6
2015,New Hampshire,7.25,7.91,7.25,7.91,7.25,7.91,237.017,1089562,746322.8333,720896.5,25426.33333,3.391666667,18295,18799.6
2015,New Jersey,8.38,9.15,7.25,7.91,8.38,9.15,237.017,7012396.667,4494823.083,4238646.417,256176.6667,5.7,18295,18799.6
2015,New Mexico,7.5,8.18,7.25,7.91,7.5,8.18,237.017,1610773.917,938332.6667,876411.1667,61921.5,6.6,18295,18799.6
2015,New York,8.75,9.55,7.25,7.91,8.75,9.55,237.017,15718034.5,9536781.5,9037180.083,499601.4167,5.233333333,18295,18799.6
2015,North Carolina,7.25,7.91,7.25,7.91,7.25,7.91,237.017,7792798.5,4763512.5,4494238.25,269274.25,5.658333333,18295,18799.6
2015,North Dakota,7.25,7.91,7.25,7.91,7.25,7.91,237.017,580163.25,410834.9167,399327.5,11507.41667,2.783333333,18295,18799.6
2015,Ohio,7.25,7.91,7.25,7.91,7.25,7.91,237.017,9127141,5712032,5429453.167,282578.8333,4.95,18295,18799.6
